"","nivel","transparencia","faltante","turbidez","deficiente","impura"
"2744",753,0.057,0,1,FALSE,FALSE
"2745",749,0.063,1,1,FALSE,FALSE
"2746",762,0.061,0,1,FALSE,FALSE
"2747",751,0.058,0,1,FALSE,FALSE
"2748",748,0.083,2,27,FALSE,TRUE
"2749",742,0.022,8,0,TRUE,FALSE
"2750",758,0.02,0,0,FALSE,FALSE
"2751",749,0.006,1,0,FALSE,FALSE
"2752",759,0.072,0,8,FALSE,FALSE
"2753",750,0.051,0,0,FALSE,FALSE
"2754",749,0.01,1,0,FALSE,FALSE
"2755",743,0.068,7,8,TRUE,FALSE
"2756",752,0.028,0,0,FALSE,FALSE
"2757",750,0.01,0,0,FALSE,FALSE
"2758",752,0.012,0,0,FALSE,FALSE
"2759",751,0.076,0,27,FALSE,FALSE
"2760",751,0.009,0,0,FALSE,FALSE
"2761",751,0.021,0,0,FALSE,FALSE
"2762",748,0.01,2,0,FALSE,FALSE
"2763",748,0.02,2,0,FALSE,FALSE
"2764",745,0.02,5,0,FALSE,FALSE
"2765",742,0.041,8,0,TRUE,FALSE
"2766",745,0.027,5,0,FALSE,FALSE
"2767",746,0.048,4,0,FALSE,FALSE
"2768",756,0.008,0,0,FALSE,FALSE
"2769",755,0.029,0,0,FALSE,FALSE
"2770",733,0.025,17,0,TRUE,FALSE
"2771",742,0.008,8,0,TRUE,FALSE
"2772",753,0.062,0,1,FALSE,FALSE
"2773",755,0.082,0,27,FALSE,TRUE
"2774",752,0.004,0,0,FALSE,FALSE
"2775",753,0.055,0,1,FALSE,FALSE
"2776",757,0.047,0,0,FALSE,FALSE
"2777",750,0.063,0,1,FALSE,FALSE
"2778",753,0.01,0,0,FALSE,FALSE
"2779",753,0.061,0,1,FALSE,FALSE
"2780",739,0.078,11,27,TRUE,FALSE
"2781",742,0.025,8,0,TRUE,FALSE
"2782",744,0.012,6,0,TRUE,FALSE
"2783",752,0.045,0,0,FALSE,FALSE
"2784",744,0.046,6,0,TRUE,FALSE
"2785",742,0.054,8,0,TRUE,FALSE
"2786",750,0.07,0,8,FALSE,FALSE
"2787",747,0.072,3,8,FALSE,FALSE
"2788",758,0.057,0,1,FALSE,FALSE
"2789",742,0.002,8,0,TRUE,FALSE
"2790",749,0.048,1,0,FALSE,FALSE
"2791",759,0.017,0,0,FALSE,FALSE
"2792",748,0.026,2,0,FALSE,FALSE
"2793",752,0.025,0,0,FALSE,FALSE
"2794",751,0.079,0,27,FALSE,FALSE
"2795",747,0.059,3,1,FALSE,FALSE
"2796",744,0.068,6,8,TRUE,FALSE
"2797",750,0.062,0,1,FALSE,FALSE
"2798",754,0.08,0,27,FALSE,FALSE
"2799",743,0.061,7,1,TRUE,FALSE
"2800",745,0.013,5,0,TRUE,FALSE
"2801",755,0.078,0,27,FALSE,FALSE
"2802",745,0.051,5,0,FALSE,FALSE
"2803",739,0.033,11,0,TRUE,FALSE
"2804",751,0.05,0,0,FALSE,FALSE
"2805",757,0.055,0,1,FALSE,FALSE
"2806",758,0.058,0,1,FALSE,FALSE
"2807",739,0.002,11,0,TRUE,FALSE
"2808",753,0.041,0,0,FALSE,FALSE
"2809",745,0.002,5,0,FALSE,FALSE
"2810",747,0.021,3,0,FALSE,FALSE
"2811",733,0.028,17,0,TRUE,FALSE
"2812",753,0.05,0,0,FALSE,FALSE
"2813",757,0.077,0,27,FALSE,FALSE
"2814",742,0.023,8,0,TRUE,FALSE
"2815",756,0.033,0,0,FALSE,FALSE
"2816",740,0.077,10,27,TRUE,FALSE
"2817",754,0.071,0,8,FALSE,FALSE
"2818",743,0.052,7,0,TRUE,FALSE
"2819",759,0.044,0,0,FALSE,FALSE
"2820",759,0.007,0,0,FALSE,FALSE
"2821",756,0.057,0,1,FALSE,FALSE
"2822",766,0.033,0,0,FALSE,FALSE
"2823",755,0.044,0,0,FALSE,FALSE
"2824",762,0.081,0,27,FALSE,TRUE
"2825",749,0.011,1,0,FALSE,FALSE
"2826",745,0.04,5,0,FALSE,FALSE
"2827",743,0.049,7,0,TRUE,FALSE
"2828",756,0.003,0,0,FALSE,FALSE
"2829",750,0.029,0,0,FALSE,FALSE
"2830",753,0.041,0,0,FALSE,FALSE
"2831",751,0.058,0,1,FALSE,FALSE
"2832",749,0.003,1,0,FALSE,FALSE
"2833",757,0.05,0,0,FALSE,FALSE
"2834",742,0.039,8,0,TRUE,FALSE
"2835",741,0.035,9,0,TRUE,FALSE
"2836",755,0.017,0,0,FALSE,FALSE
"2837",748,0.068,2,8,FALSE,FALSE
"2838",738,0.005,12,0,TRUE,FALSE
"2839",748,0.002,2,0,FALSE,FALSE
"2840",749,0.042,1,0,FALSE,FALSE
"2841",745,0.073,5,8,TRUE,FALSE
"2842",755,0.012,0,0,FALSE,FALSE
"2843",752,0.046,0,0,FALSE,FALSE
"2844",752,0.053,0,0,FALSE,FALSE
"2845",754,0.031,0,0,FALSE,FALSE
"2846",739,0.04,11,0,TRUE,FALSE
"2847",758,0.037,0,0,FALSE,FALSE
"2848",745,0.051,5,0,FALSE,FALSE
"2849",741,0.052,9,0,TRUE,FALSE
"2850",764,0.021,0,0,FALSE,FALSE
"2851",744,0.014,6,0,TRUE,FALSE
"2852",746,0.034,4,0,FALSE,FALSE
"2853",743,0.08,7,27,TRUE,TRUE
"2854",751,0.04,0,0,FALSE,FALSE
"2855",754,0.07,0,8,FALSE,FALSE
"2856",762,0.072,0,8,FALSE,FALSE
"2857",751,0.023,0,0,FALSE,FALSE
"2858",743,0.022,7,0,TRUE,FALSE
"2859",753,0.063,0,1,FALSE,FALSE
"2860",741,0.026,9,0,TRUE,FALSE
"2861",754,0.039,0,0,FALSE,FALSE
"2862",752,0.072,0,8,FALSE,FALSE
"2863",746,0.059,4,1,FALSE,FALSE
"2864",752,0.023,0,0,FALSE,FALSE
"2865",745,0.049,5,0,TRUE,FALSE
"2866",749,0.014,1,0,FALSE,FALSE
"2867",753,0.056,0,1,FALSE,FALSE
"2868",750,0.017,0,0,FALSE,FALSE
"2869",742,0.005,8,0,TRUE,FALSE
"2870",756,0.065,0,1,FALSE,FALSE
"2871",743,0.048,7,0,TRUE,FALSE
"2872",746,0.068,4,8,FALSE,FALSE
"2873",736,0.072,14,8,TRUE,FALSE
"2874",746,0.004,4,0,FALSE,FALSE
"2875",751,0.058,0,1,FALSE,FALSE
"2876",750,0.012,0,0,FALSE,FALSE
"2877",754,0.046,0,0,FALSE,FALSE
"2878",743,0.081,7,27,TRUE,TRUE
"2879",753,0.075,0,27,FALSE,FALSE
"2880",750,0.071,0,8,FALSE,FALSE
"2881",746,0.003,4,0,FALSE,FALSE
"2882",757,0.059,0,1,FALSE,FALSE
"2883",760,0.072,0,8,FALSE,FALSE
"2884",753,0.05,0,0,FALSE,FALSE
"2885",754,0.044,0,0,FALSE,FALSE
"2886",748,0.082,2,27,FALSE,TRUE
"2887",735,0.076,15,27,TRUE,FALSE
"2888",744,0.019,6,0,TRUE,FALSE
"2889",742,0.035,8,0,TRUE,FALSE
"2890",751,0.059,0,1,FALSE,FALSE
"2891",752,0.026,0,0,FALSE,FALSE
"2892",751,0.073,0,8,FALSE,FALSE
"2893",756,0.076,0,27,FALSE,FALSE
"2894",748,0.073,2,8,FALSE,FALSE
"2895",749,0.079,1,27,FALSE,FALSE
"2896",742,0.034,8,0,TRUE,FALSE
"2897",750,0.083,0,27,FALSE,TRUE
"2898",736,0.051,14,0,TRUE,FALSE
"2899",755,0.072,0,8,FALSE,FALSE
"2900",755,0.006,0,0,FALSE,FALSE
"2901",741,0.056,9,1,TRUE,FALSE
"2902",746,0,4,0,FALSE,FALSE
"2903",747,0.038,3,0,FALSE,FALSE
"2904",746,0.045,4,0,FALSE,FALSE
"2905",742,0.038,8,0,TRUE,FALSE
"2906",752,0.021,0,0,FALSE,FALSE
"2907",751,0.07,0,8,FALSE,FALSE
"2908",758,0.044,0,0,FALSE,FALSE
"2909",750,0.075,0,8,FALSE,FALSE
"2910",750,0.017,0,0,FALSE,FALSE
"2911",749,0.009,1,0,FALSE,FALSE
"2912",743,0.036,7,0,TRUE,FALSE
"2913",750,0.009,0,0,FALSE,FALSE
"2914",743,0.036,7,0,TRUE,FALSE
"2915",750,0.045,0,0,FALSE,FALSE
"2916",753,0.017,0,0,FALSE,FALSE
"2917",740,0.031,10,0,TRUE,FALSE
"2918",746,0.071,4,8,FALSE,FALSE
"2919",752,0.017,0,0,FALSE,FALSE
"2920",761,0.062,0,1,FALSE,FALSE
"2921",753,0.058,0,1,FALSE,FALSE
"2922",741,0.039,9,0,TRUE,FALSE
"2923",747,0.052,3,0,FALSE,FALSE
"2924",752,0.017,0,0,FALSE,FALSE
"2925",743,0.054,7,0,TRUE,FALSE
"2926",738,0.031,12,0,TRUE,FALSE
"2927",750,0.013,0,0,FALSE,FALSE
"2928",756,0.081,0,27,FALSE,TRUE
"2929",764,0.035,0,0,FALSE,FALSE
"2930",736,0.074,14,8,TRUE,FALSE
"2931",753,0.043,0,0,FALSE,FALSE
"2932",744,0.014,6,0,TRUE,FALSE
"2933",745,0.026,5,0,TRUE,FALSE
"2934",750,0.075,0,27,FALSE,FALSE
"2935",752,0.044,0,0,FALSE,FALSE
"2936",755,0.011,0,0,FALSE,FALSE
"2937",744,0.063,6,1,TRUE,FALSE
"2938",740,0.045,10,0,TRUE,FALSE
"2939",748,0.025,2,0,FALSE,FALSE
"2940",737,0.006,13,0,TRUE,FALSE
"2941",749,0.054,1,0,FALSE,FALSE
"2942",755,0.062,0,1,FALSE,FALSE
"2943",756,0.055,0,0,FALSE,FALSE
"2944",737,0.044,13,0,TRUE,FALSE
"2945",750,0.037,0,0,FALSE,FALSE
"2946",754,0.027,0,0,FALSE,FALSE
"2947",736,0.04,14,0,TRUE,FALSE
"2948",744,0.083,6,27,TRUE,TRUE
"2949",747,0.02,3,0,FALSE,FALSE
"2950",738,0.022,12,0,TRUE,FALSE
"2951",746,0.029,4,0,FALSE,FALSE
"2952",759,0.042,0,0,FALSE,FALSE
"2953",748,0.028,2,0,FALSE,FALSE
"2954",759,0.037,0,0,FALSE,FALSE
"2955",747,0.046,3,0,FALSE,FALSE
"2956",747,0.069,3,8,FALSE,FALSE
"2957",749,0.049,1,0,FALSE,FALSE
"2958",748,0.001,2,0,FALSE,FALSE
"2959",737,0.047,13,0,TRUE,FALSE
"2960",759,0.06,0,1,FALSE,FALSE
"2961",746,0.001,4,0,FALSE,FALSE
"2962",754,0.01,0,0,FALSE,FALSE
"2963",749,0.047,1,0,FALSE,FALSE
"2964",745,0.047,5,0,TRUE,FALSE
"2965",742,0.069,8,8,TRUE,FALSE
"2966",754,0.034,0,0,FALSE,FALSE
"2967",758,0.038,0,0,FALSE,FALSE
"2968",755,0.064,0,1,FALSE,FALSE
"2969",735,0.006,15,0,TRUE,FALSE
"2970",738,0.071,12,8,TRUE,FALSE
"2971",748,0.016,2,0,FALSE,FALSE
"2972",743,0.011,7,0,TRUE,FALSE
"2973",747,0.009,3,0,FALSE,FALSE
"2974",745,0.059,5,1,FALSE,FALSE
"2975",758,0.027,0,0,FALSE,FALSE
"2976",740,0.003,10,0,TRUE,FALSE
"2977",752,0.008,0,0,FALSE,FALSE
"2978",740,0.053,10,0,TRUE,FALSE
"2979",744,0.02,6,0,TRUE,FALSE
"2980",751,0.034,0,0,FALSE,FALSE
"2981",747,0.038,3,0,FALSE,FALSE
"2982",747,0.002,3,0,FALSE,FALSE
"2983",743,0.067,7,8,TRUE,FALSE
"2984",750,0.029,0,0,FALSE,FALSE
"2985",748,0.056,2,1,FALSE,FALSE
"2986",750,0.072,0,8,FALSE,FALSE
"2987",758,0.007,0,0,FALSE,FALSE
"2988",745,0.018,5,0,FALSE,FALSE
"2989",758,0.028,0,0,FALSE,FALSE
"2990",757,0.026,0,0,FALSE,FALSE
"2991",734,0.008,16,0,TRUE,FALSE
"2992",745,0.021,5,0,FALSE,FALSE
"2993",746,0.046,4,0,FALSE,FALSE
"2994",746,0.028,4,0,FALSE,FALSE
"2995",752,0.026,0,0,FALSE,FALSE
"2996",742,0.054,8,0,TRUE,FALSE
"2997",764,0.013,0,0,FALSE,FALSE
"2998",751,0.035,0,0,FALSE,FALSE
"2999",744,0.074,6,8,TRUE,FALSE
"3000",752,0.011,0,0,FALSE,FALSE
"3001",750,0.046,0,0,FALSE,FALSE
"3002",757,0.013,0,0,FALSE,FALSE
"3003",753,0,0,0,FALSE,FALSE
"3004",754,0.036,0,0,FALSE,FALSE
"3005",742,0.052,8,0,TRUE,FALSE
"3006",760,0.028,0,0,FALSE,FALSE
"3007",742,0.058,8,1,TRUE,FALSE
"3008",749,0.02,1,0,FALSE,FALSE
"3009",738,0.034,12,0,TRUE,FALSE
"3010",742,0.028,8,0,TRUE,FALSE
"3011",738,0.011,12,0,TRUE,FALSE
"3012",756,0.064,0,1,FALSE,FALSE
"3013",744,0.069,6,8,TRUE,FALSE
"3014",748,0.025,2,0,FALSE,FALSE
"3015",747,0.019,3,0,FALSE,FALSE
"3016",745,0.061,5,1,FALSE,FALSE
"3017",745,0.033,5,0,TRUE,FALSE
"3018",748,0.027,2,0,FALSE,FALSE
"3019",737,0.004,13,0,TRUE,FALSE
"3020",745,0.062,5,1,FALSE,FALSE
"3021",751,0.003,0,0,FALSE,FALSE
"3022",761,0.038,0,0,FALSE,FALSE
"3023",750,0.005,0,0,FALSE,FALSE
"3024",737,0.07,13,8,TRUE,FALSE
"3025",752,0.056,0,1,FALSE,FALSE
"3026",748,0.01,2,0,FALSE,FALSE
"3027",741,0.065,9,1,TRUE,FALSE
"3028",745,0.061,5,1,FALSE,FALSE
"3029",745,0.073,5,8,FALSE,FALSE
"3030",749,0.057,1,1,FALSE,FALSE
"3031",753,0.043,0,0,FALSE,FALSE
"3032",748,0.01,2,0,FALSE,FALSE
"3033",760,0.05,0,0,FALSE,FALSE
"3034",754,0.06,0,1,FALSE,FALSE
"3035",745,0.073,5,8,TRUE,FALSE
"3036",746,0.016,4,0,FALSE,FALSE
"3037",743,0.051,7,0,TRUE,FALSE
"3038",754,0.033,0,0,FALSE,FALSE
"3039",741,0.026,9,0,TRUE,FALSE
"3040",740,0.006,10,0,TRUE,FALSE
"3041",736,0.052,14,0,TRUE,FALSE
"3042",748,0.05,2,0,FALSE,FALSE
"3043",746,0.076,4,27,FALSE,FALSE
"3044",751,0.038,0,0,FALSE,FALSE
"3045",746,0.048,4,0,FALSE,FALSE
"3046",753,0.004,0,0,FALSE,FALSE
"3047",750,0.017,0,0,FALSE,FALSE
"3048",751,0.023,0,0,FALSE,FALSE
"3049",756,0.042,0,0,FALSE,FALSE
"3050",755,0.027,0,0,FALSE,FALSE
"3051",746,0.042,4,0,FALSE,FALSE
"3052",749,0.082,1,27,FALSE,TRUE
"3053",744,0.005,6,0,TRUE,FALSE
"3054",762,0.016,0,0,FALSE,FALSE
"3055",745,0.027,5,0,TRUE,FALSE
"3056",739,0.04,11,0,TRUE,FALSE
"3057",748,0.005,2,0,FALSE,FALSE
"3058",745,0.042,5,0,TRUE,FALSE
"3059",749,0.012,1,0,FALSE,FALSE
"3060",744,0.063,6,1,TRUE,FALSE
"3061",743,0.068,7,8,TRUE,FALSE
"3062",743,0.083,7,27,TRUE,TRUE
"3063",747,0.026,3,0,FALSE,FALSE
"3064",742,0.068,8,8,TRUE,FALSE
"3065",755,0.002,0,0,FALSE,FALSE
"3066",755,0.059,0,1,FALSE,FALSE
"3067",742,0.081,8,27,TRUE,TRUE
"3068",748,0.083,2,27,FALSE,TRUE
"3069",747,0.06,3,1,FALSE,FALSE
"3070",751,0.08,0,27,FALSE,FALSE
"3071",750,0.068,0,8,FALSE,FALSE
"3072",746,0.07,4,8,FALSE,FALSE
"3073",748,0.061,2,1,FALSE,FALSE
"3074",745,0.056,5,1,TRUE,FALSE
"3075",748,0.042,2,0,FALSE,FALSE
"3076",744,0.064,6,1,TRUE,FALSE
"3077",754,0.059,0,1,FALSE,FALSE
"3078",755,0.081,0,27,FALSE,TRUE
"3079",741,0.065,9,1,TRUE,FALSE
"3080",745,0.052,5,0,TRUE,FALSE
"3081",743,0.03,7,0,TRUE,FALSE
"3082",757,0.044,0,0,FALSE,FALSE
"3083",743,0.039,7,0,TRUE,FALSE
"3084",745,0.048,5,0,TRUE,FALSE
"3085",748,0.038,2,0,FALSE,FALSE
"3086",744,0.049,6,0,TRUE,FALSE
"3087",755,0.072,0,8,FALSE,FALSE
"3088",744,0.02,6,0,TRUE,FALSE
"3089",756,0.075,0,27,FALSE,FALSE
"3090",739,0.06,11,1,TRUE,FALSE
"3091",751,0.052,0,0,FALSE,FALSE
"3092",753,0.051,0,0,FALSE,FALSE
"3093",754,0.054,0,0,FALSE,FALSE
"3094",759,0.024,0,0,FALSE,FALSE
"3095",753,0.049,0,0,FALSE,FALSE
"3096",751,0.029,0,0,FALSE,FALSE
"3097",740,0.075,10,8,TRUE,FALSE
"3098",756,0.03,0,0,FALSE,FALSE
"3099",752,0.001,0,0,FALSE,FALSE
"3100",744,0.051,6,0,TRUE,FALSE
"3101",754,0.051,0,0,FALSE,FALSE
"3102",753,0.062,0,1,FALSE,FALSE
"3103",751,0.072,0,8,FALSE,FALSE
"3104",750,0.011,0,0,FALSE,FALSE
"3105",743,0.071,7,8,TRUE,FALSE
"3106",748,0.019,2,0,FALSE,FALSE
"3107",743,0.018,7,0,TRUE,FALSE
"3108",745,0.07,5,8,TRUE,FALSE
"3109",745,0.048,5,0,FALSE,FALSE
"3110",760,0.071,0,8,FALSE,FALSE
"3111",744,0.059,6,1,TRUE,FALSE
"3112",751,0.023,0,0,FALSE,FALSE
"3113",750,0.04,0,0,FALSE,FALSE
"3114",756,0.009,0,0,FALSE,FALSE
"3115",753,0.041,0,0,FALSE,FALSE
"3116",748,0.019,2,0,FALSE,FALSE
"3117",746,0.063,4,1,FALSE,FALSE
"3118",763,0.064,0,1,FALSE,FALSE
"3119",747,0.068,3,8,FALSE,FALSE
"3120",750,0.044,0,0,FALSE,FALSE
"3121",746,0.046,4,0,FALSE,FALSE
"3122",749,0.005,1,0,FALSE,FALSE
"3123",753,0.061,0,1,FALSE,FALSE
"3124",753,0.024,0,0,FALSE,FALSE
"3125",757,0.019,0,0,FALSE,FALSE
"3126",760,0.05,0,0,FALSE,FALSE
"3127",741,0.052,9,0,TRUE,FALSE
"3128",761,0.075,0,27,FALSE,FALSE
"3129",742,0.069,8,8,TRUE,FALSE
"3130",752,0.007,0,0,FALSE,FALSE
"3131",762,0.057,0,1,FALSE,FALSE
"3132",749,0.029,1,0,FALSE,FALSE
"3133",747,0.069,3,8,FALSE,FALSE
"3134",754,0.016,0,0,FALSE,FALSE
"3135",750,0.05,0,0,FALSE,FALSE
"3136",763,0.05,0,0,FALSE,FALSE
"3137",748,0.06,2,1,FALSE,FALSE
"3138",755,0.06,0,1,FALSE,FALSE
"3139",743,0.054,7,0,TRUE,FALSE
"3140",755,0.045,0,0,FALSE,FALSE
"3141",747,0.058,3,1,FALSE,FALSE
"3142",746,0.018,4,0,FALSE,FALSE
"3143",752,0.07,0,8,FALSE,FALSE
"3144",752,0.038,0,0,FALSE,FALSE
"3145",752,0.08,0,27,FALSE,TRUE
"3146",749,0.033,1,0,FALSE,FALSE
"3147",752,0.005,0,0,FALSE,FALSE
"3148",744,0.063,6,1,TRUE,FALSE
"3149",752,0.032,0,0,FALSE,FALSE
"3150",750,0.023,0,0,FALSE,FALSE
"3151",750,0.07,0,8,FALSE,FALSE
"3152",745,0.04,5,0,FALSE,FALSE
"3153",749,0.006,1,0,FALSE,FALSE
"3154",747,0.04,3,0,FALSE,FALSE
"3155",757,0.056,0,1,FALSE,FALSE
"3156",751,0.008,0,0,FALSE,FALSE
"3157",745,0.035,5,0,TRUE,FALSE
"3158",748,0.06,2,1,FALSE,FALSE
"3159",746,0.033,4,0,FALSE,FALSE
"3160",745,0.07,5,8,TRUE,FALSE
"3161",754,0.03,0,0,FALSE,FALSE
"3162",751,0.055,0,1,FALSE,FALSE
"3163",744,0.074,6,8,TRUE,FALSE
"3164",752,0.002,0,0,FALSE,FALSE
"3165",757,0.068,0,8,FALSE,FALSE
"3166",743,0.075,7,8,TRUE,FALSE
"3167",750,0.082,0,27,FALSE,TRUE
"3168",747,0,3,0,FALSE,FALSE
"3169",750,0.029,0,0,FALSE,FALSE
"3170",751,0.025,0,0,FALSE,FALSE
"3171",748,0.079,2,27,FALSE,FALSE
"3172",753,0.023,0,0,FALSE,FALSE
"3173",745,0.056,5,1,TRUE,FALSE
"3174",739,0.024,11,0,TRUE,FALSE
"3175",753,0.065,0,1,FALSE,FALSE
"3176",752,0.058,0,1,FALSE,FALSE
"3177",747,0.009,3,0,FALSE,FALSE
"3178",747,0.031,3,0,FALSE,FALSE
"3179",749,0.017,1,0,FALSE,FALSE
"3180",756,0.054,0,0,FALSE,FALSE
"3181",748,0.031,2,0,FALSE,FALSE
"3182",746,0.063,4,1,FALSE,FALSE
"3183",741,0.005,9,0,TRUE,FALSE
"3184",747,0.037,3,0,FALSE,FALSE
"3185",740,0.044,10,0,TRUE,FALSE
"3186",749,0,1,0,FALSE,FALSE
"3187",749,0.075,1,8,FALSE,FALSE
"3188",748,0.043,2,0,FALSE,FALSE
"3189",741,0.056,9,1,TRUE,FALSE
"3190",755,0.006,0,0,FALSE,FALSE
"3191",758,0.025,0,0,FALSE,FALSE
"3192",751,0.038,0,0,FALSE,FALSE
"3193",747,0.011,3,0,FALSE,FALSE
"3194",749,0.009,1,0,FALSE,FALSE
"3195",732,0.011,18,0,TRUE,FALSE
"3196",748,0.071,2,8,FALSE,FALSE
"3197",753,0.023,0,0,FALSE,FALSE
"3198",748,0.007,2,0,FALSE,FALSE
"3199",754,0.065,0,1,FALSE,FALSE
"3200",754,0.006,0,0,FALSE,FALSE
"3201",754,0.065,0,1,FALSE,FALSE
"3202",750,0.016,0,0,FALSE,FALSE
"3203",746,0.002,4,0,FALSE,FALSE
"3204",748,0.039,2,0,FALSE,FALSE
"3205",741,0.008,9,0,TRUE,FALSE
"3206",747,0.041,3,0,FALSE,FALSE
"3207",750,0.066,0,8,FALSE,FALSE
"3208",740,0.056,10,1,TRUE,FALSE
"3209",744,0.019,6,0,TRUE,FALSE
"3210",743,0.056,7,1,TRUE,FALSE
"3211",747,0.049,3,0,FALSE,FALSE
"3212",743,0.053,7,0,TRUE,FALSE
"3213",757,0.033,0,0,FALSE,FALSE
"3214",748,0.055,2,1,FALSE,FALSE
"3215",751,0.02,0,0,FALSE,FALSE
"3216",747,0.06,3,1,FALSE,FALSE
"3217",742,0.062,8,1,TRUE,FALSE
"3218",744,0.058,6,1,TRUE,FALSE
"3219",743,0.054,7,0,TRUE,FALSE
"3220",745,0.079,5,27,TRUE,FALSE
"3221",745,0.065,5,1,FALSE,FALSE
"3222",749,0.005,1,0,FALSE,FALSE
"3223",746,0.016,4,0,FALSE,FALSE
"3224",751,0.028,0,0,FALSE,FALSE
"3225",748,0.049,2,0,FALSE,FALSE
"3226",753,0.028,0,0,FALSE,FALSE
"3227",752,0.004,0,0,FALSE,FALSE
"3228",753,0.028,0,0,FALSE,FALSE
"3229",737,0.012,13,0,TRUE,FALSE
"3230",750,0.036,0,0,FALSE,FALSE
"3231",736,0.083,14,27,TRUE,TRUE
"3232",751,0.061,0,1,FALSE,FALSE
"3233",753,0.012,0,0,FALSE,FALSE
"3234",749,0.046,1,0,FALSE,FALSE
"3235",741,0.021,9,0,TRUE,FALSE
"3236",745,0.069,5,8,TRUE,FALSE
"3237",753,0.052,0,0,FALSE,FALSE
"3238",745,0.054,5,0,TRUE,FALSE
"3239",746,0.045,4,0,FALSE,FALSE
"3240",742,0.001,8,0,TRUE,FALSE
"3241",738,0.058,12,1,TRUE,FALSE
"3242",754,0.001,0,0,FALSE,FALSE
"3243",734,0.074,16,8,TRUE,FALSE
"3244",752,0.053,0,0,FALSE,FALSE
"3245",755,0.027,0,0,FALSE,FALSE
"3246",756,0.02,0,0,FALSE,FALSE
"3247",749,0.055,1,0,FALSE,FALSE
"3248",747,0.034,3,0,FALSE,FALSE
"3249",745,0.08,5,27,FALSE,TRUE
"3250",747,0.073,3,8,FALSE,FALSE
"3251",751,0.01,0,0,FALSE,FALSE
"3252",743,0.067,7,8,TRUE,FALSE
"3253",746,0.062,4,1,FALSE,FALSE
"3254",751,0.043,0,0,FALSE,FALSE
"3255",742,0.055,8,1,TRUE,FALSE
"3256",744,0.068,6,8,TRUE,FALSE
"3257",742,0.032,8,0,TRUE,FALSE
"3258",749,0.017,1,0,FALSE,FALSE
"3259",756,0.025,0,0,FALSE,FALSE
"3260",758,0.001,0,0,FALSE,FALSE
"3261",753,0.029,0,0,FALSE,FALSE
"3262",760,0.023,0,0,FALSE,FALSE
"3263",749,0.012,1,0,FALSE,FALSE
"3264",759,0.029,0,0,FALSE,FALSE
"3265",757,0.026,0,0,FALSE,FALSE
"3266",751,0.01,0,0,FALSE,FALSE
"3267",751,0.001,0,0,FALSE,FALSE
"3268",752,0.045,0,0,FALSE,FALSE
"3269",745,0.056,5,1,TRUE,FALSE
"3270",738,0.012,12,0,TRUE,FALSE
"3271",761,0.024,0,0,FALSE,FALSE
"3272",750,0.031,0,0,FALSE,FALSE
"3273",751,0.011,0,0,FALSE,FALSE
"3274",754,0.002,0,0,FALSE,FALSE
"3275",750,0.032,0,0,FALSE,FALSE
"3276",754,0.064,0,1,FALSE,FALSE
"3277",746,0.035,4,0,FALSE,FALSE
"3278",751,0.007,0,0,FALSE,FALSE
"3279",738,0.007,12,0,TRUE,FALSE
"3280",746,0.002,4,0,FALSE,FALSE
"3281",742,0.041,8,0,TRUE,FALSE
"3282",745,0.015,5,0,FALSE,FALSE
"3283",766,0.035,0,0,FALSE,FALSE
"3284",730,0.052,20,0,TRUE,FALSE
"3285",747,0.009,3,0,FALSE,FALSE
"3286",749,0.038,1,0,FALSE,FALSE
"3287",742,0.044,8,0,TRUE,FALSE
"3288",745,0.033,5,0,TRUE,FALSE
"3289",747,0.033,3,0,FALSE,FALSE
"3290",744,0.026,6,0,TRUE,FALSE
"3291",768,0.06,0,1,FALSE,FALSE
"3292",754,0.064,0,1,FALSE,FALSE
"3293",744,0.043,6,0,TRUE,FALSE
"3294",759,0.027,0,0,FALSE,FALSE
"3295",750,0.058,0,1,FALSE,FALSE
"3296",749,0.027,1,0,FALSE,FALSE
"3297",752,0.032,0,0,FALSE,FALSE
"3298",750,0.024,0,0,FALSE,FALSE
"3299",749,0.082,1,27,FALSE,TRUE
"3300",740,0.04,10,0,TRUE,FALSE
"3301",746,0.043,4,0,FALSE,FALSE
"3302",740,0.034,10,0,TRUE,FALSE
"3303",749,0.017,1,0,FALSE,FALSE
"3304",748,0.018,2,0,FALSE,FALSE
"3305",752,0.018,0,0,FALSE,FALSE
"3306",744,0.046,6,0,TRUE,FALSE
"3307",752,0.028,0,0,FALSE,FALSE
"3308",747,0.08,3,27,FALSE,TRUE
"3309",762,0.073,0,8,FALSE,FALSE
"3310",751,0.066,0,8,FALSE,FALSE
"3311",748,0.075,2,8,FALSE,FALSE
"3312",748,0.026,2,0,FALSE,FALSE
"3313",743,0.081,7,27,TRUE,TRUE
"3314",760,0.022,0,0,FALSE,FALSE
"3315",753,0.033,0,0,FALSE,FALSE
"3316",737,0.007,13,0,TRUE,FALSE
"3317",743,0.083,7,27,TRUE,TRUE
"3318",749,0.08,1,27,FALSE,TRUE
"3319",755,0.007,0,0,FALSE,FALSE
"3320",739,0.017,11,0,TRUE,FALSE
"3321",748,0.065,2,1,FALSE,FALSE
"3322",749,0.005,1,0,FALSE,FALSE
"3323",754,0.05,0,0,FALSE,FALSE
"3324",750,0.068,0,8,FALSE,FALSE
"3325",753,0.075,0,27,FALSE,FALSE
